index,Actual_NAV,Synthetic_NAV,Normalized_Actual_NAV,Normalized_Synthetic_NAV,BS_Theoretical,Actual_Returns,Synthetic_Returns,Time_To_Expiry
2015-01-18,48.95,182.7913798124568,287.9411764705883,182.7913798124568,52.391969493416354,0.0,-0.00020718554688241913,0.09041095890410959
2015-01-19,48.95,182.62799402718767,287.9411764705883,182.62799402718767,51.56787687939652,0.0,-0.0008942371852926609,0.08767123287671233
2015-01-20,48.95,181.83968282142894,287.9411764705883,181.83968282142894,48.27973618559781,0.0,-0.00432582906592339,0.08493150684931507
2015-01-21,56.6,186.80093043207492,332.9411764705883,186.80093043207492,45.35180012095202,0.14520961623261788,0.026918071412157813,0.0821917808219178
2015-01-22,56.6,191.11584108269258,332.9411764705883,191.11584108269258,39.562317636525904,0.0,0.022836235334208994,0.07945205479452055
2015-01-23,56.6,193.7882118756535,332.9411764705883,193.7882118756535,39.17144400140751,0.0,0.013886129355352075,0.07671232876712329
2015-01-24,56.6,188.26498428765248,332.9411764705883,188.26498428765248,38.4410625396647,0.0,-0.028915410049817035,0.07397260273972603
2015-01-25,56.6,185.74892155956343,332.9411764705883,185.74892155956343,37.69794138019324,0.0,-0.013454583611278511,0.07123287671232877
2015-01-26,56.6,175.56560626486055,332.9411764705883,175.56560626486055,34.610227323595154,0.0,-0.0563830797887496,0.0684931506849315
2015-01-27,56.6,169.88733876049847,332.9411764705883,169.88733876049847,36.956727044414265,0.0,-0.032877293736531074,0.06575342465753424
2015-01-28,37.07,158.50408190026877,218.05882352941177,158.50408190026877,42.05063081411333,-0.4232009680464964,-0.06935515788555825,0.06301369863013699
2015-01-29,37.07,155.82169602098114,218.05882352941177,155.82169602098114,38.1918418582693,0.0,-0.017067966967855144,0.06027397260273973
2015-01-30,37.07,155.16164562460534,218.05882352941177,155.16164562460534,40.957570376369404,0.0,-0.004244930831520142,0.057534246575342465
2015-01-31,37.07,155.7486070780486,218.05882352941177,155.7486070780486,39.94912697388452,0.0,0.0037757658081128704,0.0547945205479452
2015-02-01,37.07,157.9685460207685,218.05882352941177,157.9685460207685,38.91621719285547,0.0,0.014152723082364496,0.052054794520547946
2015-02-02,37.07,168.53987886602908,218.05882352941177,168.53987886602908,35.60442140880468,0.0,0.06477645422777137,0.049315068493150684
2015-02-03,37.07,177.4031105928269,218.05882352941177,177.4031105928269,31.435686250516028,0.0,0.05125221244829248,0.04657534246575343
2015-02-04,63.2,188.65530725736886,371.764705882353,188.65530725736886,32.0319679562557,0.5334962839901709,0.061496974772352796,0.043835616438356165
2015-02-05,63.2,201.50294695947736,371.764705882353,201.50294695947736,28.872605473707154,0.0,0.06588242754961876,0.0410958904109589
2015-02-06,63.2,208.5013736096949,371.764705882353,208.5013736096949,28.533424186656703,0.0,0.03414162288438507,0.038356164383561646
2015-02-07,63.2,210.33163387450244,371.764705882353,210.33163387450244,27.4688266526357,0.0,0.00873986473125281,0.03561643835616438
2015-02-08,63.2,210.9727862114073,371.764705882353,210.9727862114073,26.36455146231401,0.0,0.0030436558521515474,0.03287671232876712
2015-02-09,63.2,196.83639894620177,371.764705882353,196.83639894620177,26.899836719953555,0.0,-0.06935622834545063,0.030136986301369864
2015-02-10,63.2,172.04940519416652,371.764705882353,172.04940519416652,24.098237911810884,0.0,-0.1345912464421455,0.0273972602739726
2015-02-11,14.6,146.8452828189909,85.88235294117648,146.8452828189909,22.489337506503716,-1.4652827724385211,-0.15840214038509473,0.024657534246575342
2015-02-12,14.6,122.4670334755898,85.88235294117648,122.4670334755898,19.37490930484705,0.0,-0.18153765540195949,0.021917808219178082
2015-02-13,14.6,100.27612911206793,85.88235294117648,100.27612911206793,17.430628926547797,0.0,-0.1999142075340256,0.019178082191780823
2015-02-14,14.6,88.50379650576413,85.88235294117648,88.50379650576413,16.109387598729654,0.0,-0.1248822222839827,0.01643835616438356
2015-02-15,14.6,91.60222368491013,85.88235294117648,91.60222368491013,14.677751854866301,0.0,0.03441009795757191,0.0136986301369863
2015-02-16,14.6,95.45043377185051,85.88235294117648,95.45043377185051,13.100432006897563,0.0,0.04115154723280088,0.010958904109589041
2015-02-17,14.6,103.87327784346621,85.88235294117648,103.87327784346621,13.463199511686298,0.0,0.08456457925954067,0.01
2015-02-18,28.3,106.95588721700337,166.47058823529414,106.95588721700337,13.159751446255768,0.6618402759349012,0.029244806541804218,0.01
2015-02-19,28.3,114.87174512433666,166.47058823529414,114.87174512433666,13.015527091471313,0.0,0.07139976575419088,0.01
2015-02-20,28.3,116.77676640010732,166.47058823529414,116.77676640010732,12.261728286405969,0.0,0.01644788659015531,0.01
2015-02-21,28.3,119.3574019072653,166.47058823529414,119.3574019072653,34.38925484508445,0.0,0.021858236555770072,0.07397260273972603
2015-02-22,28.3,118.44184681294841,166.47058823529414,118.44184681294841,33.71628822825369,0.0,-0.007700273429509757,0.07123287671232877
2015-02-23,28.3,123.17087358888723,166.47058823529414,123.17087358888723,33.55341275666888,0.0,0.03915051154789614,0.0684931506849315
2015-02-24,28.3,122.15536372174266,166.47058823529414,122.15536372174266,31.002344471549804,0.0,-0.0082788997910676,0.06575342465753424
2015-02-25,33.6,121.06838349168954,197.64705882352942,121.06838349168954,30.6075861473455,0.17166426231996662,-0.008938168901235683,0.06301369863013699
2015-02-26,33.6,119.138304764415,197.64705882352942,119.138304764415,30.046215548762575,0.0,-0.016070495619858082,0.06027397260273973
2015-02-27,33.6,118.11301712968432,197.64705882352942,118.11301712968432,28.071031183267678,0.0,-0.008643104782147153,0.057534246575342465
2015-02-28,33.6,115.54003302778993,197.64705882352942,115.54003302778993,27.366159326141087,0.0,-0.022024862170931178,0.0547945205479452
2015-03-01,33.6,113.46543865272932,197.64705882352942,113.46543865272932,26.644887062907628,0.0,-0.01811879092095258,0.052054794520547946
2015-03-02,33.6,111.93610705421834,197.64705882352942,111.93610705421834,25.549636783130154,0.0,-0.013570049504597538,0.049315068493150684
2015-03-03,30.0,111.59914733467582,176.47058823529414,111.59914733467582,26.192129426167867,-0.11332868530700324,-0.0030148262356875072,0.04657534246575343
2015-03-04,30.0,108.48098675509996,176.47058823529414,108.48098675509996,25.915674977073195,0.0,-0.028338489203251008,0.043835616438356165
2015-03-05,30.0,106.08884228014254,176.47058823529414,106.08884228014254,24.7695337959874,0.0,-0.022298042552861958,0.0410958904109589
2015-03-06,30.0,103.70976240813685,176.47058823529414,103.70976240813685,25.487082009062078,0.0,-0.02268062611790553,0.038356164383561646
2015-03-07,30.0,99.31145087675576,176.47058823529414,99.31145087675576,24.528880924598525,0.0,-0.043335371291552044,0.03561643835616438
2015-03-08,30.0,100.9866231693306,176.47058823529414,100.9866231693306,23.53554157839085,0.0,0.01672718381961798,0.03287671232876712
2015-03-09,30.0,116.90430164460172,176.47058823529414,116.90430164460172,22.373827988517405,0.0,0.14636760124337891,0.030136986301369864
2015-03-10,30.0,124.59864767856028,176.47058823529414,124.59864767856028,23.122558688037543,0.0,0.06374208754720989,0.0273972602739726
2015-03-11,62.3,143.0307352059397,366.47058823529414,143.0307352059397,22.089781314257607,0.7307640441312521,0.13796178568313636,0.024657534246575342
2015-03-12,62.3,164.31481810232128,366.47058823529414,164.31481810232128,19.293354605466902,0.0,0.13872467160292104,0.021917808219178082
2015-03-13,62.3,178.62739918948895,366.47058823529414,178.62739918948895,18.566387419995408,0.0,0.08351785731311107,0.019178082191780823
2015-03-14,62.3,173.0031154096016,366.47058823529414,173.0031154096016,17.16069781859028,0.0,-0.03199246510791892,0.01643835616438356
2015-03-15,62.3,176.74312244960865,366.47058823529414,176.74312244960865,15.637260097495528,0.0,0.02138779035981354,0.0136986301369863
2015-03-16,62.3,162.58802983593677,366.47058823529414,162.58802983593677,13.803606382718044,0.0,-0.08347781568476749,0.010958904109589041
2015-03-17,62.3,144.54658986480501,366.47058823529414,144.54658986480501,13.171246214216353,0.0,-0.1176177003630048,0.01
2015-03-18,28.3,130.11575776069117,166.47058823529414,130.11575776069117,11.902391793466222,-0.7890996211442155,-0.1051773782374228,0.01
2015-03-19,28.3,122.5532105821687,166.47058823529414,122.5532105821687,11.93283169538131,0.0,-0.05987919078637108,0.01
2015-03-20,28.3,114.62404811074533,166.47058823529414,114.62404811074533,11.15346641404085,0.0,-0.06688768160707846,0.01
2015-03-21,28.3,116.0881694152117,166.47058823529414,116.0881694152117,31.28696109587986,0.0,0.01269235739179293,0.07397260273972603
2015-03-22,28.3,118.06578932500854,166.47058823529414,118.06578932500854,30.674505739732695,0.0,0.016892022195882987,0.07123287671232877
2015-03-23,28.3,111.273495037357,166.47058823529414,111.273495037357,30.84097435975059,0.0,-0.05925091565683985,0.0684931506849315
2015-03-24,28.3,111.94692295048803,166.47058823529414,111.94692295048803,30.42685663398902,0.0,0.006033766644533255,0.06575342465753424
2015-03-25,12.34,105.82789494294852,72.58823529411765,105.82789494294852,33.11219539794138,-0.8300157861719503,-0.056210714761687604,0.06301369863013699
2015-03-26,12.34,96.24815418873048,72.58823529411765,96.24815418873048,33.04516881787504,0.0,-0.09488434625440674,0.06027397260273973
2015-03-27,12.34,89.02313774147545,72.58823529411765,89.02313774147545,30.879768771537783,0.0,-0.07803348515615162,0.057534246575342465
2015-03-28,12.34,89.94483414972537,72.58823529411765,89.94483414972537,30.108443369467523,0.0,0.010300217937374737,0.0547945205479452
2015-03-29,12.34,84.76738964891767,72.58823529411765,84.76738964891767,29.318965822395967,0.0,-0.0592856156949755,0.052054794520547946
2015-03-30,12.34,84.16632568826562,72.58823529411765,84.16632568826562,27.817535416391593,0.0,-0.00711600399974102,0.049315068493150684
2015-03-31,16.15,84.64486023511904,95.0,84.64486023511904,28.144467384588324,0.26907403119142365,0.005669480088419724,0.04657534246575343
2015-04-01,11.33,84.79375735019447,66.64705882352942,84.79375735019447,26.83006468903659,-0.35446597462875046,0.0017575350356971843,0.043835616438356165
2015-04-02,11.33,80.0039781616712,66.64705882352942,80.0039781616712,25.332512505353407,0.0,-0.058145563476263935,0.0410958904109589
2015-04-03,11.33,74.98691430477359,66.64705882352942,74.98691430477359,24.447092372460702,0.0,-0.06476273808116277,0.038356164383561646
2015-04-04,11.33,73.29963512281522,66.64705882352942,73.29963512281522,23.5313956933785,0.0,-0.022757991357683506,0.03561643835616438
2015-04-05,11.33,71.98709225271251,66.64705882352942,71.98709225271251,22.581854903271505,0.0,-0.01806880234295679,0.03287671232876712
2015-04-06,11.33,71.9905621793147,66.64705882352942,71.9905621793147,21.83244698063845,0.0,4.8200904738259496e-05,0.030136986301369864
2015-04-07,11.33,72.11866681121332,66.64705882352942,72.11866681121332,20.799163188254624,0.0,0.0017778828814706672,0.0273972602739726
2015-04-08,11.33,73.12291748756476,66.64705882352942,73.12291748756476,18.721032749819187,0.0,0.013828913881128483,0.024657534246575342
2015-04-09,11.33,72.38481450405844,66.64705882352942,72.38481450405844,16.616612071935606,0.0,-0.010145293370807175,0.021917808219178082
2015-04-10,11.33,71.59709969686935,66.64705882352942,71.59709969686935,15.00248586520047,0.0,-0.010941966853947651,0.019178082191780823
2015-04-11,11.33,70.82882934787908,66.64705882352942,70.82882934787908,13.862601672119126,0.0,-0.010788454121498016,0.01643835616438356
2015-04-12,11.33,73.87303673402033,66.64705882352942,73.87303673402033,12.627964736708009,0.0,0.04208178786300624,0.0136986301369863
2015-04-13,11.33,79.01395620727354,66.64705882352942,79.01395620727354,12.402502260018991,0.0,0.06727659785518261,0.010958904109589041
2015-04-14,11.33,82.64721734795604,66.64705882352942,82.64721734795604,11.628606873972558,0.0,0.04495665808304388,0.01
2015-04-15,29.27,84.46998459443978,172.1764705882353,84.46998459443978,10.989961571208141,0.9491090256638796,0.021815103561378252,0.01
2015-04-16,29.27,93.50681368801014,172.1764705882353,93.50681368801014,10.780087215339563,0.0,0.10163804794772555,0.01
2015-04-17,29.27,100.2825072651466,172.1764705882353,100.2825072651466,11.726414116199521,0.0,0.06995696831355235,0.01
2015-04-18,29.27,103.29442418869345,172.1764705882353,103.29442418869345,32.79811320098611,0.0,0.029592122171042085,0.07397260273972603
2015-04-19,29.27,105.31789177171318,172.1764705882353,105.31789177171318,32.15881959288754,0.0,0.019399919275771484,0.07123287671232877
2015-04-20,29.27,109.5921820973945,172.1764705882353,109.5921820973945,30.52484698601438,0.0,0.0397827236731618,0.0684931506849315
2015-04-21,29.27,105.11237421884823,172.1764705882353,105.11237421884823,29.743268337352674,0.0,-0.041736032216892975,0.06575342465753424
2015-04-22,28.4,100.88324322031437,167.05882352941177,100.88324322031437,28.146936319124734,-0.030173955536634194,-0.041066168095392874,0.06301369863013699
2015-04-23,28.4,97.46269544839258,167.05882352941177,97.46269544839258,27.075815615917463,0.0,-0.03449414642538174,0.06027397260273973
2015-04-24,28.4,95.84828962084855,167.05882352941177,95.84828962084855,26.06983184685396,0.0,-0.01670306900272246,0.057534246575342465
2015-04-25,28.4,94.95558022556685,167.05882352941177,94.95558022556685,25.41412356080582,0.0,-0.009357419321632213,0.0547945205479452
2015-04-26,28.4,93.86792723486982,167.05882352941177,93.86792723486982,24.74321463704632,0.0,-0.01152044080518751,0.052054794520547946
2015-04-27,28.4,94.56652181167681,167.05882352941177,94.56652181167681,25.51168319946646,0.0,0.007414756494745602,0.049315068493150684
2015-04-28,28.4,92.55049294836473,167.05882352941177,92.55049294836473,23.58411163482515,0.0,-0.02154915607135004,0.04657534246575343
2015-04-29,31.0,94.41101738671928,182.3529411764706,94.41101738671928,24.50511060957956,0.08759805931798598,0.01990341064874043,0.043835616438356165
2015-04-30,31.0,93.18330134203822,182.3529411764706,93.18330134203822,25.409539873631047,0.0,-0.013089240457643817,0.0410958904109589
2015-05-01,31.0,94.40467747297922,182.3529411764706,94.40467747297922,21.77629614879379,0.0,0.013022085936965192,0.038356164383561646
2015-05-02,31.0,95.37964185184573,182.3529411764706,95.37964185184573,20.95410116551284,0.0,0.0102745364764826,0.03561643835616438
2015-05-03,31.0,99.80382465209657,182.3529411764706,99.80382465209657,20.102034566243447,0.0,0.04534134784810466,0.03287671232876712
2015-05-04,31.0,97.70056510559401,182.3529411764706,97.70056510559401,19.502122338231402,0.0,-0.02129916262838511,0.030136986301369864
2015-05-05,31.0,99.88566651092269,182.3529411764706,99.88566651092269,20.369339620348228,0.0,0.022118853869340094,0.0273972602739726
2015-05-06,18.9,99.4550399957114,111.17647058823529,99.4550399957114,20.316555026224705,-0.49482528241954965,-0.004320514285591386,0.024657534246575342
2015-05-07,18.9,97.60628747748355,111.17647058823529,97.60628747748355,19.156666522590285,0.0,-0.01876377048580097,0.021917808219178082
2015-05-08,18.9,95.6087241225554,111.17647058823529,95.6087241225554,15.470983168635712,0.0,-0.02067783981414809,0.019178082191780823
2015-05-09,18.9,97.00312189482398,111.17647058823529,97.00312189482398,14.293337616047893,0.0,0.014479090062375754,0.01643835616438356
2015-05-10,18.9,96.04624501901601,111.17647058823529,96.04624501901601,13.018187268300835,0.0,-0.009913368041599587,0.0136986301369863
2015-05-11,18.9,97.23994126200304,111.17647058823529,97.23994126200304,12.440787691954256,0.0,0.012351750969345788,0.010958904109589041
2015-05-12,18.9,100.62883372287921,111.17647058823529,100.62883372287921,11.842887558739676,0.0,0.034257288726392394,0.01
2015-05-13,25.93,101.10669432554694,152.52941176470588,101.10669432554694,11.760200820618138,0.31623867748497636,0.004737504603644282,0.01
2015-05-14,25.93,102.50511106460745,152.52941176470588,102.50511106460745,11.017406995255442,0.0,0.013736322654265628,0.01
2015-05-15,25.93,104.87851171788029,152.52941176470588,104.87851171788029,10.711704945279962,0.0,0.022889987641568032,0.01
2015-05-16,25.93,108.91186912487584,152.52941176470588,108.91186912487584,34.12446222944891,0.0,0.03773636602370258,0.09315068493150686
2015-05-17,25.93,110.14354603109837,152.52941176470588,110.14354603109837,33.5877501005948,0.0,0.011245463940593276,0.09041095890410959
2015-05-18,25.93,116.41037912140187,152.52941176470588,116.41037912140187,34.10992892686568,0.0,0.05533722004566416,0.08767123287671233
2015-05-19,25.93,121.36213339620328,152.52941176470588,121.36213339620328,33.865572521518516,0.0,0.041657214926204084,0.08493150684931507
2015-05-20,42.0,125.36902012617594,247.05882352941177,125.36902012617594,33.28697157704323,0.4822690187327952,0.03248263528375445,0.0821917808219178
2015-05-21,42.0,126.96411022957041,247.05882352941177,126.96411022957041,30.880120343376802,0.0,0.01264290066135695,0.07945205479452055
2015-05-22,42.0,128.49601864499968,247.05882352941177,128.49601864499968,30.306445744686926,0.0,0.011993470644799505,0.07671232876712329
2015-05-23,42.0,127.55825321889259,247.05882352941177,127.55825321889259,29.728164288250127,0.0,-0.007324772299629114,0.07397260273972603
2015-05-24,42.0,129.19065219592648,247.05882352941177,129.19065219592648,29.140289125455865,0.0,0.012716089058035894,0.07123287671232877
2015-05-25,42.0,128.85050891628464,247.05882352941177,128.85050891628464,28.542260966093636,0.0,-0.002636350535589995,0.0684931506849315
2015-05-26,42.0,128.74381358818957,247.05882352941177,128.74381358818957,31.743866254030536,0.0,-0.000828398181755753,0.06575342465753424
2015-05-27,38.55,129.00139252457777,226.76470588235293,129.00139252457777,29.645064954746886,-0.08571351827402986,0.0019987104786302863,0.06301369863013699
2015-05-28,38.55,129.2012534776904,226.76470588235293,129.2012534776904,29.01359907014853,0.0,0.0015480940735700312,0.06027397260273973
2015-05-29,38.55,126.8582325343898,226.76470588235293,126.8582325343898,29.195470024981205,0.0,-0.018301109443065313,0.057534246575342465
2015-05-30,38.55,125.89659177551576,226.76470588235293,125.89659177551576,28.461643067120576,0.0,-0.0076093138997023815,0.0547945205479452
2015-05-31,38.55,124.61501265046569,226.76470588235293,124.61501265046569,27.710777015285203,0.0,-0.010231783941612352,0.052054794520547946
2015-06-01,38.55,122.93760693945713,226.76470588235293,122.93760693945713,27.27052549725522,0.0,-0.013552119839381182,0.049315068493150684
2015-06-02,36.6,120.45282688894686,215.29411764705884,120.45282688894686,26.975585086451247,-0.05190785960201786,-0.020418767834258826,0.04657534246575343
2015-06-03,36.6,121.21750519673958,215.29411764705884,121.21750519673958,25.218324987826463,0.0,0.006328297339076741,0.043835616438356165
2015-06-04,36.6,122.55041122133952,215.29411764705884,122.55041122133952,25.9262175989129,0.0,0.010935969985573456,0.0410958904109589
2015-06-05,36.6,124.02427955226737,215.29411764705884,124.02427955226737,24.2028870282802,0.0,0.01195488377125062,0.038356164383561646
2015-06-06,36.6,120.35140416898392,215.29411764705884,120.35140416898392,23.288568401125076,0.0,-0.030061517739664995,0.03561643835616438
2015-06-07,36.6,121.706883081098,215.29411764705884,121.706883081098,22.341066942150974,0.0,0.011199724628805582,0.03287671232876712
2015-06-08,36.6,123.25152994043978,215.29411764705884,123.25152994043978,22.763810119928166,0.0,0.01261166998744237,0.030136986301369864
2015-06-09,36.6,118.89786534108295,215.29411764705884,118.89786534108295,20.571111052648348,0.0,-0.03596237601715488,0.0273972602739726
2015-06-10,30.9,114.72065259071515,181.76470588235296,114.72065259071515,18.08090345534424,-0.16929205650362086,-0.035764784751066925,0.024657534246575342
2015-06-11,30.9,115.37327058738923,181.76470588235296,115.37327058738923,16.555979260499498,0.0,0.005672637831532307,0.021917808219178082
2015-06-12,30.9,111.89572535300137,181.76470588235296,111.89572535300137,16.423564065942855,0.0,-0.030605289229440273,0.019178082191780823
2015-06-13,30.9,107.86632263956251,181.76470588235296,107.86632263956251,15.172208685815804,0.0,-0.03667470685198847,0.01643835616438356
2015-06-14,30.9,110.94033828312827,181.76470588235296,110.94033828312827,13.817457127096077,0.0,0.02809985672893683,0.0136986301369863
2015-06-15,30.9,107.19837054865253,181.76470588235296,107.19837054865253,13.666260743100338,0.0,-0.034311515451104106,0.010958904109589041
2015-06-16,30.9,108.27915206750596,181.76470588235296,108.27915206750596,12.627566453594,0.0,0.010031585375712927,0.01
2015-06-17,30.0,108.38928862154351,176.47058823529414,108.38928862154351,12.393629108984214,-0.02955880224154439,0.001016636877740642,0.01
2015-06-18,30.0,112.86516418599831,176.47058823529414,112.86516418599831,11.4100053342097,0.0,0.040464598277069684,0.01
2015-06-19,30.0,116.79234225910804,176.47058823529414,116.79234225910804,11.989302625782557,0.0,0.03420363644883789,0.01
2015-06-20,30.0,125.86541310697109,176.47058823529414,125.86541310697109,33.72308852942797,0.0,0.07481568073340628,0.07397260273972603
2015-06-21,30.0,127.47136157808217,176.47058823529414,127.47136157808217,33.060370737896164,0.0,0.012678538166778611,0.07123287671232877
2015-06-22,30.0,128.9437992846379,176.47058823529414,128.9437992846379,29.96993140323366,0.0,0.011484920677295413,0.0684931506849315
2015-06-23,30.0,131.2791152775781,176.47058823529414,131.2791152775781,28.008464089318068,0.0,0.01794906258508651,0.06575342465753424
2015-06-24,32.15,128.89046746298615,189.11764705882354,128.89046746298615,29.577599913850236,0.06921506902147291,-0.01836275331041228,0.06301369863013699
2015-06-25,32.15,127.93803383662629,189.11764705882354,127.93803383662629,30.375982741718644,0.0,-0.007416918197975704,0.06027397260273973
2015-06-26,32.15,130.29838310963356,189.11764705882354,130.29838310963356,29.691028469859248,0.0,0.018281039022850793,0.057534246575342465
2015-06-27,32.15,136.29603834716931,189.11764705882354,136.29603834716931,28.940216345993804,0.0,0.04500219752361055,0.0547945205479452
2015-06-28,32.15,136.53713748746304,189.11764705882354,136.53713748746304,28.172196312158576,0.0,0.0017673745307148982,0.052054794520547946
2015-06-29,32.15,135.9810214995439,189.11764705882354,135.9810214995439,35.53139220453568,0.0,-0.004081318925161034,0.049315068493150684
2015-06-30,32.15,129.31266496198177,189.11764705882354,129.31266496198177,33.50417566214105,0.0,-0.05028209701120195,0.04657534246575343
2015-07-01,20.6,122.46494091486068,121.1764705882353,122.46494091486068,29.019151742438453,-0.44512137488809284,-0.054408438780345965,0.043835616438356165
2015-07-02,20.6,112.3183965770755,121.1764705882353,112.3183965770755,29.212701410960108,0.0,-0.08648712772272796,0.0410958904109589
2015-07-03,20.6,100.9899613151822,121.1764705882353,100.9899613151822,28.189120899264253,0.0,-0.10631654570413725,0.038356164383561646
2015-07-04,20.6,96.26407597054715,121.1764705882353,96.26407597054715,27.13071848578784,0.0,-0.04792591265732295,0.03561643835616438
2015-07-05,20.6,95.27442943910278,121.1764705882353,95.27442943910278,26.03339148918394,0.0,-0.010333748152002924,0.03287671232876712
2015-07-06,20.6,123.89535968492422,121.1764705882353,123.89535968492422,25.08046898533712,0.0,0.26236426446749106,0.030136986301369864
2015-07-07,20.6,154.7514214372181,121.1764705882353,154.7514214372181,22.755887127305186,0.0,0.22238276106567195,0.0273972602739726
2015-07-08,71.9,184.5089883256696,422.9411764705883,184.5089883256696,25.755898021950543,1.2499851889314657,0.17587808260589516,0.024657534246575342
2015-07-09,71.9,210.264942925219,422.9411764705883,210.264942925219,24.712775726941572,0.0,0.13067018899833419,0.021917808219178082
2015-07-10,71.9,238.347301375322,422.9411764705883,238.347301375322,19.784855617324865,0.0,0.12536049097317561,0.019178082191780823
2015-07-11,71.9,226.6061323306915,422.9411764705883,226.6061323306915,18.284602961605287,0.0,-0.05051544889039409,0.01643835616438356
2015-07-12,71.9,211.27124489572745,422.9411764705883,211.27124489572745,16.65909189689887,0.0,-0.07007058185290876,0.0136986301369863
2015-07-13,71.9,187.02935787598176,422.9411764705883,187.02935787598176,12.470950890300628,0.0,-0.12187723021291798,0.010958904109589041
2015-07-14,71.9,163.5108168273672,422.9411764705883,163.5108168273672,11.502368994244762,0.0,-0.13438645240701227,0.01
2015-07-15,30.3,138.8429388080301,178.23529411764707,138.8429388080301,11.371050201308435,-0.8641285522116776,-0.1635357884763899,0.01
2015-07-16,30.3,123.8397339337151,178.23529411764707,123.8397339337151,10.51312128636664,0.0,-0.11435509626707886,0.01
2015-07-17,30.3,110.58398339665908,178.23529411764707,110.58398339665908,10.38868482088651,0.0,-0.11321299835134487,0.01
2015-07-18,30.3,106.06027774639082,178.23529411764707,106.06027774639082,33.285223442500865,0.0,-0.0417676725474971,0.09315068493150686
2015-07-19,30.3,103.27603386879125,178.23529411764707,103.27603386879125,32.757683155192126,0.0,-0.026602246406356594,0.09041095890410959
2015-07-20,30.3,102.04687716530667,178.23529411764707,102.04687716530667,33.02444962864456,0.0,-0.011973056304117206,0.08767123287671233
2015-07-21,30.3,102.20347339881035,178.23529411764707,102.20347339881035,32.21404113230142,0.0,0.0015333757200821166,0.08493150684931507
2015-07-22,31.6,102.76437044786029,185.8823529411765,102.76437044786029,31.337982896225412,0.042009408077542935,0.005473038488597024,0.0821917808219178
2015-07-23,31.6,103.89150363926929,185.8823529411765,103.89150363926929,31.78124178457597,0.0,0.010908418385570284,0.07945205479452055
2015-07-24,31.6,104.6158152859997,185.8823529411765,104.6158152859997,33.3798814528277,0.0,0.006947617608516498,0.07671232876712329
2015-07-25,31.6,107.60890765322549,185.8823529411765,107.60890765322549,32.746418606790485,0.0,0.0282086912179863,0.07397260273972603
2015-07-26,31.6,110.30747841126326,185.8823529411765,110.30747841126326,32.10231809286802,0.0,0.0247682954247001,0.07123287671232877
2015-07-27,31.6,109.71811645953032,185.8823529411765,109.71811645953032,35.241377008596146,0.0,-0.005357225477600075,0.0684931506849315
2015-07-28,31.6,107.95742544196672,185.8823529411765,107.95742544196672,30.330933162306337,0.0,-0.01617755859678439,0.06575342465753424
2015-07-29,25.4,106.46023303913147,149.41176470588235,106.46023303913147,27.920474957214537,-0.2184079465683756,-0.013965423807570525,0.06301369863013699
2015-07-30,25.4,101.96643845711986,149.41176470588235,101.96643845711986,26.4943311572531,0.0,-0.043127792318880774,0.06027397260273973
2015-07-31,25.4,97.0855978828599,149.41176470588235,97.0855978828599,25.725072379341782,0.0,-0.04905068263455591,0.057534246575342465
